,Employee_Name,Employee_Id,Project_Id,Start_Date,End_Date,Allocated_Days,Completed_In_Days,Login_Time,Logout_Time,isOnTime,Joining_Date,Appraisal_Cycles,YearsInCompany,Complaints_received,average_monthly_hours,Behavior
4414,Richard Chapman,4414,6151,2012-01-02,2021-02-04,3325,3321,9:29,8:13,0,2011-08-14,1,9,8,177,Below Average
4415,Lucille Badger,4415,5464,2017-03-24,2021-02-17,1420,1426,8:34,8:53,0,2016-04-17,3,5,2,215,Good
4416,Michael Lamark,4416,7213,2011-09-01,2020-06-19,3217,3214,9:8,7:28,1,2010-12-01,9,10,0,97,Good
4417,Dustin Anderson,4417,9810,2008-11-04,2019-02-05,3741,3745,8:19,8:10,1,2007-12-19,12,13,0,231,Excellent
4418,Gabriel Allsbrook,4418,6831,2007-05-02,2020-01-14,4646,4640,9:17,8:8,0,2007-03-10,6,14,8,257,Average
4419,Lucas White,4419,3877,2014-04-29,2016-07-26,816,819,9:22,7:46,1,2013-11-29,5,7,0,232,Excellent
4420,Joseph Kline,4420,5849,2009-10-14,2017-02-15,2684,2681,10:47,8:1,0,2009-02-22,0,12,8,212,Below Average
4421,Courtney Oakley,4421,3781,2012-09-18,2014-04-24,580,583,9:52,8:42,1,2012-05-30,1,9,6,198,Good
4422,Thomas Wright,4422,1545,2007-11-12,2008-10-12,338,335,10:14,8:23,0,2007-01-10,4,14,7,240,Average
4423,Grace Jackson,4423,4675,2010-09-27,2014-06-30,1363,1372,9:45,8:19,0,2010-01-07,8,11,6,242,Good
4424,Ricardo Dean,4424,7626,2001-06-04,2009-10-25,3068,3065,9:44,7:2,0,2000-10-04,0,20,7,250,Average
4425,Robert Wallace,4425,5954,2001-08-22,2003-04-04,590,590,10:4,8:41,0,2000-11-10,7,20,8,229,Average
4426,Joseph Allen,4426,8926,2002-01-10,2009-10-29,2850,2849,9:4,7:4,0,2001-10-30,3,19,8,133,Bad
4427,Mary King,4427,1896,2010-07-05,2015-10-01,1908,1914,10:13,7:10,0,2010-06-24,7,10,3,200,Good
4428,Dawn Brookskennedy,4428,9333,2001-01-05,2015-11-04,5420,5416,10:36,7:54,0,2000-02-11,2,21,8,155,Bad
4429,Michelle Tiller,4429,2415,2007-08-06,2019-12-08,4500,4507,8:1,7:1,1,2007-07-23,9,13,2,139,Average
4430,Cassie Diaz,4430,1611,2010-02-25,2017-08-24,2741,2737,10:39,8:33,0,2010-02-07,10,11,3,272,Good
4431,Elizabeth Williams,4431,7142,2016-09-13,2020-12-19,1556,1558,10:48,8:3,1,2016-02-21,1,5,1,100,Good
4432,Daryl Mitchell,4432,5228,2005-03-02,2020-03-05,5490,5482,8:43,7:16,0,2005-01-31,6,16,7,160,Bad
4433,Jeremy Fleshman,4433,8942,2018-04-04,2020-11-19,954,960,9:10,8:2,0,2017-12-20,0,3,2,195,Good
4434,Jeri Cahal,4434,9451,2012-03-16,2019-01-27,2517,2508,8:8,7:51,0,2012-02-15,8,9,3,152,Average
4435,Brian Carson,4435,9732,2014-12-13,2019-01-19,1497,1498,10:39,7:20,0,2014-03-11,5,7,2,182,Good
4436,Lisa Patterson,4436,9365,2016-02-27,2017-02-23,367,362,9:53,7:55,1,2015-05-02,4,6,1,137,Good
4437,Patricia Kight,4437,1890,2004-09-28,2018-01-08,4849,4850,8:43,8:25,1,2004-03-27,10,17,6,182,Good
4438,Brian Klink,4438,7361,2010-10-25,2020-01-25,3388,3379,10:23,8:58,0,2010-01-16,9,11,2,217,Good
4439,Mary Deluca,4439,2917,2012-08-12,2014-06-11,661,668,9:59,8:44,0,2011-12-25,4,9,8,192,Average
4440,Sharon Cadena,4440,2947,2011-03-30,2015-08-21,1605,1605,8:57,8:53,0,2010-08-06,8,10,3,116,Average
4441,Jane Moran,4441,7500,2016-09-07,2021-03-10,1640,1645,9:17,8:4,1,2016-08-09,2,4,1,170,Good
4442,Napoleon Wirkkala,4442,8468,2010-01-04,2011-09-25,632,629,8:29,7:37,1,2009-02-27,6,12,3,223,Good
4443,Micheal Hwang,4443,5241,2001-12-01,2005-09-22,1384,1391,10:11,8:17,0,2001-07-16,11,19,9,174,Bad
4444,Ruth Lybbert,4444,6167,2007-01-30,2009-08-23,943,936,10:50,8:14,1,2007-01-11,9,14,1,193,Good
4445,Kristi Hamilton,4445,4499,2007-08-31,2009-03-12,551,559,10:15,8:16,1,2006-12-25,7,14,8,167,Below Average
4446,Anna Carlson,4446,2541,2005-07-15,2015-01-18,3478,3474,10:7,7:50,1,2005-06-16,2,15,2,225,Good
4447,Bret Huber,4447,5768,2008-02-13,2010-01-25,708,712,9:22,7:57,0,2007-06-22,0,13,7,248,Average
4448,Domingo Braam,4448,9972,2004-05-18,2005-03-14,309,300,8:4,8:15,0,2004-04-16,7,17,7,104,Bad
4449,Kurt Bowles,4449,6586,2016-08-20,2019-07-10,1050,1054,9:35,7:11,0,2016-04-28,1,5,2,148,Average
4450,Josh Picard,4450,6313,2008-12-02,2015-06-07,2382,2378,10:53,8:35,0,2008-07-16,3,12,7,148,Bad
4451,Michael Finch,4451,6381,2005-06-04,2006-11-03,516,517,10:53,8:19,0,2004-11-12,11,16,0,187,Good
4452,Kenneth Garcia,4452,5514,2016-12-17,2018-02-17,431,427,9:6,7:59,1,2016-07-22,3,4,1,151,Good
4453,Phyllis Salstrom,4453,1549,2004-03-20,2012-12-19,3192,3196,10:33,7:31,0,2003-04-03,15,18,2,215,Good
4454,Rose Colter,4454,2219,2007-03-09,2012-12-03,2096,2096,9:8,8:39,1,2006-04-17,3,15,2,142,Average
4455,George Schad,4455,9822,2018-12-10,2020-12-10,725,731,9:28,8:48,0,2018-10-17,0,2,2,258,Good
4456,Thomas Luna,4456,2812,2006-04-28,2011-12-26,2068,2068,9:54,8:36,1,2006-03-16,7,15,3,228,Good
4457,William Martin,4457,8029,2008-11-10,2009-10-07,328,331,10:52,8:59,0,2008-05-04,11,13,3,221,Good
4458,Ronald Zirkle,4458,7597,2009-03-20,2019-10-21,3872,3867,9:13,8:15,0,2008-04-25,11,13,2,263,Good
4459,Michael Woodhouse,4459,4169,2012-09-07,2017-02-13,1619,1620,10:20,8:9,1,2012-07-20,4,8,1,273,Excellent
4460,Monica Witty,4460,5611,2017-02-09,2018-10-10,611,608,10:19,7:26,0,2016-10-27,2,4,2,247,Good
4461,Jerrod Esterbrook,4461,6529,2011-12-30,2012-08-21,235,235,8:59,7:35,0,2011-12-28,1,9,7,225,Average
4462,Amanda Vien,4462,8211,2001-11-18,2011-08-10,3555,3552,9:54,7:16,1,2001-05-28,13,20,2,269,Good
4463,Cynthia Aaron,4463,4549,2006-01-23,2019-03-25,4808,4809,9:10,7:52,0,2005-04-22,9,16,7,174,Below Average
4464,Anna Lantz,4464,3933,2006-06-06,2009-01-18,960,957,9:5,8:59,1,2005-07-12,3,15,3,201,Good
4465,Whitney Bloom,4465,6817,2017-09-19,2019-11-04,768,776,9:13,7:49,1,2016-12-01,3,4,3,254,Good
4466,Jason Harris,4466,4137,2012-02-07,2013-08-14,560,554,8:17,8:21,0,2011-10-13,7,9,3,254,Good
4467,Delores Mckelvey,4467,2832,2001-06-16,2007-02-06,2056,2061,8:28,7:29,1,2001-04-03,8,20,6,185,Average
4468,Adrian Dee,4468,1274,2015-12-03,2019-01-15,1145,1139,8:44,8:56,1,2015-08-19,1,5,1,200,Excellent
4469,Michael Faught,4469,2651,2005-07-20,2018-12-31,4907,4912,10:9,8:12,0,2005-06-10,14,15,2,190,Good
4470,John Laney,4470,6995,2004-04-03,2019-05-01,5512,5506,8:59,7:6,0,2003-09-18,12,17,3,160,Average
4471,David Grothe,4471,5550,2018-10-20,2018-12-30,63,71,9:0,8:51,0,2017-12-06,2,3,5,264,Average
4472,Beatrice Gorman,4472,7031,2002-09-14,2021-05-02,6811,6805,10:59,7:46,0,2002-06-20,14,18,3,172,Good
4473,Steven Harris,4473,6107,2016-08-16,2019-05-07,993,994,8:5,7:30,0,2016-02-12,1,5,2,279,Good
4474,Ruth Mattioli,4474,2300,2006-08-13,2013-01-21,2357,2353,9:46,8:29,0,2006-05-29,5,15,8,260,Average
4475,Greg Summers,4475,3615,2007-07-28,2018-07-20,4008,4010,10:22,8:39,0,2007-05-17,8,14,8,262,Good
4476,Cynthia Sanner,4476,9392,2008-03-29,2013-12-13,2089,2085,8:25,8:58,0,2008-03-01,6,13,8,134,Bad
4477,Darlene Schafer,4477,2719,2018-10-21,2019-04-19,173,180,9:5,8:48,1,2018-03-18,0,3,3,195,Good
4478,Tricia Drage,4478,1214,2015-07-19,2019-01-20,1290,1281,8:54,7:53,1,2014-10-07,0,6,2,139,Average
4479,Harry Farrow,4479,5586,2002-07-15,2002-12-13,142,151,8:33,8:26,1,2001-11-17,2,19,8,205,Below Average
4480,Maria Wooten,4480,6454,2018-01-18,2021-02-18,1129,1127,10:8,7:21,0,2017-12-07,0,3,3,212,Good
4481,Heath Green,4481,4772,2010-07-26,2016-05-06,2102,2111,9:52,8:7,0,2010-05-03,0,11,10,148,Bad
4482,Heidi Boden,4482,9259,2011-03-08,2011-05-16,78,69,10:40,7:38,1,2010-11-08,9,10,1,228,Excellent
4483,Anna Mayville,4483,4847,2012-11-19,2017-08-14,1725,1729,10:47,7:51,0,2012-08-12,6,8,3,230,Good
4484,George Jones,4484,2755,2016-09-06,2018-12-30,853,845,8:4,7:4,0,2016-05-24,2,5,2,286,Good
4485,Rosalie Armstrong,4485,1933,2012-10-05,2021-03-09,3069,3077,8:17,8:48,1,2012-01-22,4,9,5,142,Below Average
4486,Irene Tommie,4486,1437,2014-11-21,2018-04-14,1246,1240,8:4,8:55,0,2014-06-20,5,6,2,161,Average
4487,Jake Brown,4487,4338,2010-01-20,2020-08-28,3864,3873,9:7,7:39,0,2010-01-08,9,11,5,152,Below Average
4488,Richard Uecker,4488,4326,2002-10-01,2005-01-20,842,842,9:53,8:17,1,2002-06-11,6,18,2,266,Good
4489,Katherine Page,4489,9213,2016-04-21,2018-10-05,892,897,9:59,7:0,1,2015-04-23,3,6,1,143,Average
4490,Barbara Jimenez,4490,9079,2008-04-08,2016-03-04,2891,2887,9:2,8:46,1,2008-03-07,8,13,1,165,Good
4491,Lance Lowder,4491,3586,2010-04-18,2013-12-11,1324,1333,9:0,7:26,1,2010-02-05,10,11,2,204,Good
4492,Shannon Weber,4492,3424,2013-10-18,2014-11-05,384,383,10:30,7:30,1,2012-11-19,0,8,2,170,Average
4493,Elvira Sondrini,4493,9280,2002-05-18,2010-04-28,2900,2902,10:14,7:34,1,2001-10-05,11,19,4,203,Good
4494,Pamela Tate,4494,3527,2010-05-14,2015-04-09,1796,1791,10:33,8:29,0,2010-01-12,7,11,2,199,Good
4495,Jason Dorman,4495,9324,2015-06-23,2018-04-25,1033,1037,10:32,8:7,0,2014-09-28,5,6,2,223,Good
4496,Ryan Davis,4496,3796,2014-03-30,2015-09-14,537,533,10:57,8:33,0,2013-12-15,4,7,2,220,Good
4497,Scott Thrower,4497,7047,2018-03-07,2019-12-03,635,636,10:45,7:27,1,2018-03-02,2,3,1,190,Excellent
4498,Alex Gribble,4498,9320,2009-05-01,2011-08-12,833,833,8:6,8:31,1,2008-07-08,11,12,0,143,Good
4499,Rita Ulbrich,4499,7340,2013-06-09,2020-11-23,2716,2724,8:1,8:15,1,2013-03-13,7,8,3,111,Average
4500,Marva Taylor,4500,7106,2011-02-06,2017-03-17,2237,2231,9:29,8:34,1,2011-01-24,7,10,0,145,Good
4501,Maria Smith,4501,3340,2003-12-16,2014-06-12,3831,3831,10:41,7:54,1,2003-08-20,10,17,3,138,Average
4502,Luis Selby,4502,8774,2003-04-13,2017-04-04,5111,5105,8:37,7:11,1,2002-05-24,10,19,2,203,Good
4503,David Schwab,4503,3142,2007-12-01,2018-04-12,3785,3785,9:11,7:58,0,2007-01-08,10,14,2,175,Good
4504,Fatima Arnone,4504,2538,2011-07-13,2018-05-20,2503,2503,8:59,8:47,0,2011-02-17,3,10,7,119,Bad
4505,Janice Sublett,4505,2626,2016-08-18,2019-11-03,1163,1172,9:3,8:30,0,2016-07-11,1,4,4,157,Below Average
4506,William Henderson,4506,9095,2008-02-16,2015-09-24,2786,2777,10:54,8:29,0,2007-12-15,10,13,2,135,Average
4507,Roderick Geter,4507,7523,2004-01-28,2020-07-26,6018,6024,8:55,8:27,0,2003-12-02,9,17,8,200,Below Average
4508,Lawrence Warren,4508,8160,2016-07-14,2018-11-12,854,851,9:39,8:24,1,2016-03-13,0,5,1,121,Average
4509,Tracey Ponce,4509,9088,2002-12-04,2011-10-11,3232,3233,9:45,7:50,1,2002-02-20,0,19,4,162,Average
4510,Amanda Pressley,4510,2074,2007-10-04,2008-09-26,359,358,8:40,7:21,0,2007-06-23,9,13,3,135,Average
4511,John Roth,4511,7202,2016-07-21,2017-02-18,207,212,8:8,7:18,1,2016-03-04,0,5,2,183,Good
4512,Robert Schultz,4512,7456,2017-03-21,2017-10-15,214,208,8:26,7:50,1,2016-09-02,0,4,0,228,Excellent
4513,Theodore Roiger,4513,6127,2018-11-10,2020-01-25,432,441,10:0,7:56,1,2018-06-20,0,2,3,148,Below Average
4514,Gerald Sykes,4514,8026,2006-09-01,2018-08-29,4387,4380,9:44,7:18,1,2006-03-17,3,15,3,219,Good
4515,Angeline Scovil,4515,6464,2010-07-11,2014-02-22,1319,1322,8:59,7:10,0,2010-01-29,1,11,8,147,Bad
4516,Belinda Flowers,4516,6691,2018-09-18,2021-03-30,925,924,9:19,8:21,0,2018-05-23,0,3,2,165,Good
4517,Brian Nolan,4517,9544,2006-01-19,2010-09-11,1693,1696,10:8,7:8,1,2005-04-10,1,16,4,218,Good
4518,Edward Templeton,4518,8472,2001-07-03,2012-07-19,4039,4034,9:20,8:15,0,2001-02-02,16,20,2,231,Good
4519,Ian Williams,4519,4175,2015-12-29,2017-02-06,402,405,9:13,8:10,0,2015-11-15,1,5,3,124,Average
4520,William Fowler,4520,6181,2007-06-01,2014-08-05,2626,2622,10:5,7:29,0,2007-03-11,10,14,2,131,Average
4521,Ella Delfin,4521,9283,2005-08-03,2019-01-13,4903,4911,8:56,7:39,1,2004-10-15,4,16,8,199,Below Average
4522,John Janski,4522,9266,2017-03-26,2018-02-14,327,325,8:36,8:37,0,2016-10-16,1,4,3,220,Good
4523,Arlene Morel,4523,3415,2004-03-05,2017-05-26,4828,4830,8:29,8:24,1,2004-01-20,5,17,4,215,Good
4524,Elizabeth Silva,4524,8528,2011-01-04,2014-08-12,1323,1316,9:56,8:5,0,2010-12-06,4,10,7,180,Below Average
4525,Andrew Bellard,4525,3730,2011-08-29,2016-12-13,1929,1933,8:23,8:19,1,2011-06-11,0,9,5,272,Good
4526,Edwin Griffis,4526,3115,2005-02-14,2010-08-31,2027,2024,10:31,7:25,0,2004-06-20,9,16,7,228,Average
4527,Jeffrey Freeman,4527,3330,2010-05-16,2016-05-03,2176,2179,9:33,7:6,1,2009-10-26,6,11,1,168,Good
4528,Belinda Strutz,4528,3050,2014-06-26,2020-01-21,2043,2035,8:22,7:32,0,2013-08-02,2,7,2,205,Good
4529,Bonnie Abbott,4529,4844,2004-02-07,2013-07-20,3446,3451,8:51,7:6,1,2003-04-20,9,18,4,244,Good
4530,Steven Jones,4530,6599,2005-05-17,2012-01-05,2426,2424,9:4,7:52,1,2004-10-15,4,16,3,185,Good
4531,Wendy Wagner,4531,4670,2001-03-21,2015-08-04,5247,5249,10:29,7:11,1,2000-11-16,19,20,0,135,Good
4532,Reuben Capps,4532,3884,2011-09-22,2020-10-18,3322,3314,10:52,8:28,0,2011-02-11,2,10,7,160,Bad
4533,Harold Ostrander,4533,1047,2013-11-29,2014-01-20,51,52,10:44,7:11,0,2013-04-15,7,8,2,262,Good
4534,Esther Harling,4534,4499,2011-03-20,2012-12-18,644,639,9:6,7:16,0,2010-04-08,3,11,7,225,Average
4535,Carol Sanchez,4535,2043,2009-10-17,2019-05-05,3487,3487,8:24,7:28,1,2009-09-17,6,11,0,174,Good
4536,Gerald Hughes,4536,5285,2015-10-02,2021-01-21,1941,1938,10:5,7:2,1,2015-09-02,0,5,0,266,Excellent
4537,Karen Mitchell,4537,3539,2011-02-28,2011-09-28,204,212,9:40,8:7,0,2010-03-10,6,11,8,241,Good
4538,Robyn Gwin,4538,8516,2017-10-10,2020-08-27,1054,1052,9:34,8:57,1,2016-11-29,3,4,1,245,Excellent
4539,Frances Maldonado,4539,8066,2010-06-02,2010-12-30,211,211,9:1,7:45,1,2009-12-27,2,11,2,261,Good
4540,Susan Roberts,4540,5553,2011-09-26,2017-04-23,2038,2036,9:59,7:1,0,2011-01-19,7,10,2,157,Average
4541,Gene Camille,4541,8448,2015-10-25,2017-02-19,481,483,9:59,8:10,0,2015-02-12,1,6,0,286,Good
4542,Shirley Loehr,4542,4650,2003-06-06,2015-10-27,4534,4526,9:6,8:9,0,2003-06-03,13,17,3,263,Good
4543,Jackie Huckaby,4543,7390,2008-05-16,2012-06-14,1485,1490,8:56,7:41,1,2007-11-17,1,13,5,229,Good
4544,Jason Reyna,4544,1520,2014-03-22,2020-10-08,2400,2392,8:49,7:53,1,2013-10-05,0,7,2,159,Average
4545,Frank Riley,4545,9957,2011-06-11,2016-08-02,1872,1879,8:54,7:47,0,2010-07-11,9,10,4,196,Good
4546,Anthony Davis,4546,6585,2002-04-10,2004-01-03,634,633,8:20,8:45,1,2001-07-03,10,19,2,133,Average
4547,Lillie Polk,4547,9394,2007-11-15,2019-02-06,4101,4101,9:58,8:43,0,2007-02-02,4,14,8,228,Average
4548,Rhonda Stpierre,4548,2264,2003-05-22,2017-07-12,5174,5165,9:10,7:54,1,2002-12-15,12,18,3,247,Good
4549,Ray Haro,4549,6791,2004-11-05,2012-03-01,2672,2673,9:9,7:28,1,2004-03-14,16,17,0,215,Excellent
4550,Abe Alvarez,4550,3965,2006-03-29,2009-08-06,1229,1226,8:42,8:30,0,2005-06-14,13,15,3,233,Good
4551,Melanie Close,4551,1016,2006-03-16,2008-11-03,956,963,10:47,8:24,0,2005-06-28,6,15,10,237,Below Average
4552,Ralph Bryan,4552,7177,2008-10-10,2016-04-19,2748,2748,8:55,7:7,0,2008-05-19,4,13,7,269,Average
4553,Micheal Kleinknecht,4553,6580,2017-08-13,2018-02-16,183,187,8:5,8:57,1,2017-01-05,3,4,0,246,Excellent
4554,Harold Biddle,4554,7919,2005-03-07,2018-12-17,5035,5033,8:9,7:46,0,2004-09-06,10,16,7,168,Below Average
4555,Travis Baucom,4555,8168,2004-04-27,2009-03-17,1783,1785,9:29,7:31,1,2003-08-04,9,17,5,168,Average
4556,Dolores Smith,4556,3960,2008-09-24,2010-03-02,529,524,8:50,7:23,1,2008-05-08,6,13,2,163,Average
4557,John Finley,4557,9913,2008-11-20,2020-02-28,4115,4117,8:8,7:36,0,2008-09-16,3,12,8,142,Bad
4558,Juanita Jorgensen,4558,1462,2007-11-05,2019-10-07,4358,4354,8:56,8:2,1,2006-11-08,0,14,2,183,Good
4559,Michael Parker,4559,3368,2018-01-01,2019-02-20,412,415,8:39,8:31,0,2017-07-15,1,3,2,264,Good
4560,George Mchattie,4560,7963,2008-03-06,2016-06-26,3039,3034,9:13,8:57,0,2007-04-07,0,14,8,184,Below Average
4561,Laura Pacheco,4561,4215,2011-06-06,2020-01-02,3126,3132,8:45,7:25,0,2011-01-16,4,10,7,138,Bad
4562,Diane Blair,4562,2162,2013-12-24,2015-02-22,426,425,8:22,8:6,0,2013-03-08,3,8,3,195,Good
4563,Eufemia Strong,4563,3888,2011-10-04,2014-02-28,869,878,10:2,8:26,0,2011-01-02,1,10,10,251,Below Average
4564,Monica Morris,4564,6652,2005-10-15,2012-09-30,2547,2542,9:42,7:39,0,2005-01-08,0,16,8,108,Bad
4565,Mary Wheeler,4565,1828,2006-10-28,2014-02-11,2663,2663,8:27,8:18,1,2006-03-12,6,15,3,144,Average
4566,Yvette Blakeman,4566,5761,2001-06-14,2006-05-22,1808,1803,8:36,8:7,1,2000-06-25,17,20,1,112,Good
4567,Brad Mcspadden,4567,1066,2017-08-28,2020-02-03,882,889,10:45,7:40,1,2017-02-17,2,4,2,201,Good
4568,Nicholas Stallings,4568,4497,2003-02-03,2003-11-23,294,293,8:2,8:13,0,2003-01-23,6,18,8,204,Below Average
4569,Sanora Prahl,4569,6838,2001-01-10,2018-05-23,6341,6342,9:41,8:51,0,2000-06-25,6,20,8,226,Good
4570,Melanie Gold,4570,1541,2005-04-08,2013-11-13,3150,3141,8:8,8:10,0,2005-03-14,15,16,3,217,Good
4571,Margart Dieguez,4571,5956,2016-01-19,2018-12-01,1041,1047,8:57,7:18,1,2015-07-16,1,5,1,149,Average
4572,Howard Dayton,4572,9916,2012-07-22,2018-11-15,2309,2307,10:53,7:51,1,2012-06-14,4,8,0,237,Excellent
4573,Nancy Bettencourt,4573,7636,2006-01-20,2013-04-08,2629,2635,8:26,8:43,1,2005-04-18,11,16,2,256,Good
4574,John Hunter,4574,6447,2015-07-31,2016-02-20,211,204,8:56,8:24,1,2015-03-07,5,6,1,194,Excellent
4575,Edward Bond,4575,2587,2013-09-03,2014-06-10,276,280,8:7,7:6,1,2012-09-08,7,8,0,202,Excellent
4576,Roxanne Dryden,4576,9188,2014-09-21,2016-08-27,711,706,10:10,7:59,0,2014-04-28,2,7,3,133,Average
4577,Amanda Lococo,4577,3805,2007-07-30,2014-10-16,2632,2635,9:20,8:19,1,2007-03-26,2,14,4,246,Good
4578,Elidia Jude,4578,6971,2008-05-17,2020-03-15,4326,4320,8:3,7:42,0,2008-01-26,4,13,7,206,Below Average
4579,Leonard Borghoff,4579,4038,2010-02-25,2012-12-28,1032,1037,8:52,7:24,1,2009-08-20,7,11,1,204,Good
4580,Orlando Derck,4580,7737,2007-10-10,2016-03-11,3084,3075,9:32,8:47,1,2006-11-25,8,14,3,157,Average
4581,Florence Ahart,4581,8298,2014-03-24,2020-07-16,2303,2306,9:12,7:24,0,2014-03-20,4,7,3,187,Good
4582,Lynette Hill,4582,3978,2016-12-25,2017-02-09,53,46,8:17,7:46,1,2016-05-30,2,5,1,211,Excellent
4583,Kyle Morrow,4583,1167,2007-11-11,2016-06-05,3122,3129,10:1,8:48,0,2007-10-21,8,13,7,204,Average
4584,Roy Hockett,4584,6869,2017-04-09,2019-11-01,940,936,8:1,7:17,1,2016-12-18,1,4,0,182,Excellent
4585,William Connor,4585,3792,2008-05-06,2018-11-28,3857,3858,10:56,8:26,1,2007-06-17,5,13,4,244,Good
4586,Donald Serisky,4586,6321,2009-03-10,2017-06-18,3031,3022,10:58,7:16,0,2008-10-07,5,12,7,184,Below Average
4587,Kermit Burnett,4587,9176,2001-08-23,2006-07-02,1767,1774,9:22,8:6,1,2000-11-04,15,20,4,117,Below Average
4588,Cathy Cuneo,4588,2557,2017-05-28,2019-10-03,863,858,8:42,7:39,1,2016-10-16,1,4,1,230,Excellent
4589,Kristina Salter,4589,6560,2008-02-13,2020-10-27,4640,4640,8:11,7:57,0,2007-05-09,5,14,8,241,Average
4590,Irma Mccloud,4590,2364,2003-06-30,2011-05-13,2883,2874,10:33,8:10,1,2003-05-27,3,18,3,227,Good
4591,Roberta Knight,4591,5014,2018-01-19,2018-04-29,92,100,9:42,7:3,1,2017-05-01,3,4,3,147,Average
4592,Steve Whitener,4592,2747,2003-07-09,2015-03-14,4275,4266,9:52,7:53,1,2002-07-17,14,18,1,240,Excellent
4593,George Castillo,4593,1109,2002-06-06,2013-01-15,3872,3876,9:10,7:43,1,2001-09-05,14,19,2,238,Good
4594,Calvin Gilmore,4594,4530,2008-02-07,2014-08-15,2385,2381,10:41,8:34,0,2007-10-17,5,13,7,262,Average
4595,Kim Boerger,4595,3025,2005-04-01,2014-03-14,3263,3269,10:48,7:35,1,2004-06-08,2,16,6,215,Average
4596,Kenneth Erickson,4596,4456,2014-06-21,2019-03-28,1745,1741,10:32,8:38,0,2014-05-16,3,7,3,211,Good
4597,Ronald Lopez,4597,1712,2009-05-21,2018-03-11,3216,3216,10:38,7:18,0,2008-07-17,10,12,3,156,Average
4598,Dean Lightfoot,4598,8827,2005-11-12,2015-11-16,3659,3656,8:39,7:22,1,2005-10-08,9,15,3,180,Good
4599,Augustus Mora,4599,6696,2017-02-19,2020-04-25,1157,1161,9:30,8:10,0,2016-07-05,1,4,2,260,Good
4600,Melody Sherman,4600,9782,2010-12-18,2014-10-15,1402,1397,10:47,7:47,0,2010-10-11,2,10,7,228,Average
4601,Kimberly Thomas,4601,2541,2017-07-05,2019-07-25,747,750,10:42,7:24,1,2017-05-12,3,4,1,249,Excellent
4602,Myra Blackwood,4602,1412,2008-07-13,2017-12-24,3454,3451,8:23,8:27,0,2007-11-29,11,13,2,242,Good
4603,Carl Pruett,4603,8361,2011-02-20,2020-08-31,3480,3480,9:54,8:41,1,2010-08-14,1,10,2,254,Good
4604,Patrick Wade,4604,8538,2018-07-02,2019-03-20,265,261,10:28,7:5,1,2017-07-29,0,3,1,272,Excellent
4605,Greg Ruffo,4605,6792,2018-11-25,2020-12-05,732,741,8:58,8:28,0,2018-07-05,1,2,6,210,Average
4606,May Johnson,4606,6921,2015-12-07,2018-05-12,887,887,9:52,7:10,1,2014-12-24,1,6,1,140,Average
4607,Arlene Roberts,4607,6855,2014-09-04,2018-02-01,1242,1246,8:42,7:28,1,2014-01-29,4,7,1,252,Excellent
4608,Soon Mclean,4608,2569,2013-10-12,2020-05-10,2404,2402,9:45,8:24,1,2013-06-14,3,7,0,266,Excellent
4609,Ralph Cook,4609,4268,2009-01-02,2015-07-02,2364,2372,9:10,7:48,1,2008-05-22,8,13,5,138,Below Average
4610,Wendell Bowen,4610,1292,2002-07-27,2002-08-30,41,34,9:47,8:33,1,2002-02-22,9,19,2,220,Good
4611,Daphne Scoville,4611,4094,2003-07-08,2006-09-09,1151,1159,8:53,8:53,1,2003-02-04,14,18,3,214,Good
4612,Shawn Turner,4612,4995,2002-09-05,2021-01-08,6705,6700,8:21,8:10,0,2001-10-30,8,19,7,121,Bad
4613,Charles Mcelvain,4613,8787,2013-11-11,2015-07-29,623,625,10:1,7:13,0,2013-01-10,2,8,8,195,Average
4614,Brain Bryant,4614,4725,2014-11-19,2020-10-18,2166,2160,9:20,8:8,1,2014-07-17,4,6,0,135,Good
4615,Justin Martin,4615,9256,2015-01-06,2018-02-07,1119,1128,10:33,8:5,0,2014-02-02,5,7,4,261,Good
4616,Joanna Casley,4616,5205,2017-11-03,2018-03-21,144,138,9:13,7:10,0,2017-06-20,1,3,2,205,Good
4617,Linda Ward,4617,3062,2009-07-29,2015-07-14,2172,2176,10:37,8:23,0,2008-10-28,0,12,8,240,Average
4618,Florence Jones,4618,6515,2017-03-25,2017-04-26,36,32,10:33,7:54,0,2016-05-08,2,5,2,141,Average
4619,James Webster,4619,6509,2006-11-22,2017-06-12,3852,3855,10:3,7:46,1,2006-01-20,4,15,5,200,Good
4620,Santa Young,4620,1136,2007-10-09,2021-01-10,4842,4842,9:57,7:7,0,2007-09-04,4,13,8,257,Average
4621,Joseph Jenkins,4621,4416,2002-12-12,2015-02-21,4453,4454,10:49,8:4,0,2002-04-03,15,19,3,141,Average
4622,Dedra Bourg,4622,9152,2015-11-20,2016-03-13,120,114,10:49,7:15,0,2015-01-20,0,6,7,185,Bad
4623,Theresa Lustig,4623,2631,2018-08-17,2021-03-27,944,953,9:30,7:0,0,2018-02-08,1,3,6,235,Average
4624,Trevor Lozier,4624,9726,2014-01-29,2020-08-11,2389,2386,10:44,7:21,0,2013-08-17,0,7,7,264,Average
4625,Stanley Bellah,4625,7411,2017-06-09,2020-02-23,983,989,8:45,7:29,0,2016-07-27,0,4,2,260,Good
4626,Raul Douglas,4626,2157,2013-02-06,2016-11-23,1394,1386,10:50,7:46,0,2012-03-04,3,9,7,158,Bad
